SampleID	Zymo	Platform	Extraction	SuperNatant	Length	Limit	Overlaps	ContigID	Taxon	ContigSize
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg64	Escherichia coli	16862
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg65	Escherichia coli	22082
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg66	Lactobacillus fermentum	15609
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg67	Escherichia coli	34615
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg68	Enterococcus faecalis	12938
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg69	Saccharomyces cerevisiae	13259
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg70	Enterococcus faecalis	12399
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg71	Enterococcus faecalis	13133
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg72	Escherichia coli	11782
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg73	Cryptococcus neoformans	11155
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg74	Pseudomonas aeruginosa	10039
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg75	Lactobacillus fermentum	11202
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg76	Escherichia coli	10622
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg77	Salmonella enterica	9262
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg78	Escherichia coli	8474
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg79	Bacillus subtilis	8834
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg80	Enterococcus faecalis	8739
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg81	Salmonella enterica	8991
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg82	Saccharomyces cerevisiae	8295
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg83	Saccharomyces cerevisiae	6721
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg84	Enterococcus faecalis	7272
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg85	Cryptococcus neoformans	7391
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg86	Salmonella enterica	6134
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg87	Saccharomyces cerevisiae	6226
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg88	Saccharomyces cerevisiae	6059
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg89	Cryptococcus neoformans	13719
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg90	Saccharomyces cerevisiae	6310
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg91	Saccharomyces cerevisiae	5608
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg92	Pseudomonas aeruginosa	5653
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg93	Saccharomyces cerevisiae	5230
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg94	Saccharomyces cerevisiae	5251
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg95	Saccharomyces cerevisiae	8769
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg96	Enterococcus faecalis	12154
Zymo-GridION-EVEN-BB-SN-L4000-e14	Zymo	GridION	EVEN	BB	SN	L4000	e14	ctg97	Escherichia coli	15210
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg1	Pseudomonas aeruginosa	6770639
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg2	Salmonella enterica	1287196
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg3	Salmonella enterica	267953
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg4	Escherichia coli	290022
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg5	Salmonella enterica	238215
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg6	Salmonella enterica	326569
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg7	Escherichia coli	188055
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg8	Escherichia coli	172187
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg9	Escherichia coli	156847
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg10	Salmonella enterica	151414
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg11	Escherichia coli	150504
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg12	Salmonella enterica	142808
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg13	Salmonella enterica	139144
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg14	Salmonella enterica	147007
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg15	Escherichia coli	118748
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg16	Escherichia coli	113185
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg17	Escherichia coli	109730
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg18	Salmonella enterica	110960
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg19	Salmonella enterica	133755
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg20	Escherichia coli	138381
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg21	Escherichia coli	171660
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg22	Escherichia coli	101599
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg23	Escherichia coli	99652
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg24	Escherichia coli	178693
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg25	Salmonella enterica	97698
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg26	Escherichia coli	146890
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg27	Salmonella enterica	88369
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg28	Salmonella enterica	84390
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg29	Escherichia coli	82900
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg30	Saccharomyces cerevisiae	80222
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg31	Salmonella enterica	111011
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg32	Salmonella enterica	76720
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg33	Salmonella enterica	77405
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg34	Enterococcus faecalis	65098
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg35	Escherichia coli	65161
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg36	Salmonella enterica	62536
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg37	Salmonella enterica	75201
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg38	Lactobacillus fermentum	82567
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg39	Escherichia coli	52809
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg40	Salmonella enterica	49345
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg41	Escherichia coli	72808
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg42	Salmonella enterica	126333
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg43	Escherichia coli	44518
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg44	Escherichia coli	39294
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg45	Escherichia coli	39603
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg46	Escherichia coli	69415
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg47	Escherichia coli	34534
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg48	Escherichia coli	34485
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg49	Escherichia coli	34551
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg50	Escherichia coli	56859
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg51	Escherichia coli	32976
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg52	Escherichia coli	30892
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg53	Escherichia coli	29110
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg54	Escherichia coli	28468
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg55	Salmonella enterica	24370
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg56	Escherichia coli	41973
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg57	Escherichia coli	20690
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg58	Escherichia coli	16862
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg59	Escherichia coli	17259
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg60	Escherichia coli	21218
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg61	Escherichia coli	34615
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg62	Lactobacillus fermentum	15609
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg63	Escherichia coli	14809
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg64	Escherichia coli	14594
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg65	Enterococcus faecalis	12399
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg66	Enterococcus faecalis	13133
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg67	Escherichia coli	11782
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg68	Escherichia coli	11579
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg69	Cryptococcus neoformans	11155
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg70	Lactobacillus fermentum	10629
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg71	Escherichia coli	10622
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg72	Lactobacillus fermentum	11202
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg73	Salmonella enterica	9262
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg74	Escherichia coli	8474
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg75	Salmonella enterica	8991
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg76	Bacillus subtilis	8834
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg77	Saccharomyces cerevisiae	8295
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg78	Enterococcus faecalis	7272
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg79	Saccharomyces cerevisiae	6891
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg80	Cryptococcus neoformans	7391
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg81	Saccharomyces cerevisiae	6175
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg82	Salmonella enterica	6134
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg83	Cryptococcus neoformans	13719
Zymo-GridION-EVEN-BB-SN-L4000-e16	Zymo	GridION	EVEN	BB	SN	L4000	e16	ctg84	Saccharomyces cerevisiae	5230
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg1	Pseudomonas aeruginosa	6770112
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg2	Salmonella enterica	1287222
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg3	Escherichia coli	340773
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg4	Salmonella enterica	215083
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg5	Salmonella enterica	238215
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg6	Salmonella enterica	319125
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg7	Escherichia coli	188055
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg8	Escherichia coli	172187
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg9	Escherichia coli	156847
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg10	Salmonella enterica	151438
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg11	Escherichia coli	150676
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg12	Salmonella enterica	142808
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg13	Salmonella enterica	139144
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg14	Salmonella enterica	147007
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg15	Escherichia coli	118748
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg16	Escherichia coli	113185
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg17	Escherichia coli	109730
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg18	Salmonella enterica	110960
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg19	Salmonella enterica	133755
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg20	Salmonella enterica	219041
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg21	Escherichia coli	171658
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg22	Escherichia coli	181797
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg23	Salmonella enterica	97698
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg24	Escherichia coli	93923
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg25	Escherichia coli	146890
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg26	Escherichia coli	88030
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg27	Salmonella enterica	88369
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg28	Salmonella enterica	84390
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg29	Escherichia coli	82900
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg30	Saccharomyces cerevisiae	80211
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg31	Salmonella enterica	76720
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg32	Salmonella enterica	77405
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg33	Escherichia coli	65161
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg34	Salmonella enterica	62536
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg35	Salmonella enterica	75201
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg36	Lactobacillus fermentum	82567
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg37	Escherichia coli	52809
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg38	Salmonella enterica	49345
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg39	Escherichia coli	45221
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg40	Salmonella enterica	127132
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg41	Escherichia coli	44518
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg42	Escherichia coli	39294
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg43	Escherichia coli	39603
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg44	Escherichia coli	69415
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg45	Escherichia coli	34534
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg46	Escherichia coli	34485
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg47	Escherichia coli	56859
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg48	Salmonella enterica	31601
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg49	Escherichia coli	32976
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg50	Salmonella enterica	31923
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg51	Escherichia coli	30892
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg52	Escherichia coli	29110
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg53	Escherichia coli	28468
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg54	Salmonella enterica	24370
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg55	Salmonella enterica	38470
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg56	Escherichia coli	41973
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg57	Escherichia coli	20690
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg58	Escherichia coli	16862
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg59	Escherichia coli	17259
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg60	Escherichia coli	17253
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg61	Escherichia coli	34615
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg62	Lactobacillus fermentum	15607
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg63	Escherichia coli	14809
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg64	Saccharomyces cerevisiae	14570
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg65	Enterococcus faecalis	12399
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg66	Enterococcus faecalis	13133
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg67	Escherichia coli	11782
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg68	Cryptococcus neoformans	17228
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg69	Escherichia coli	11579
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg70	Escherichia coli	15534
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg71	Lactobacillus fermentum	10629
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg72	Lactobacillus fermentum	11202
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg73	Escherichia coli	10622
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg74	Escherichia coli	14559
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg75	Salmonella enterica	9262
Zymo-GridION-EVEN-BB-SN-L4000-e18	Zymo	GridION	EVEN	BB	SN	L4000	e18	ctg76	Escherichia coli	8474
